,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
RPL17-C18orf32,9.87,1.8,2.2,6.15,5.21,2.8,1.34,0.65,1.48,3.63,3.76,3.82
RPL18,2454.5,2063.8,1364.8,1032.8,2500.2,2135.7,2895.1,1411.7,1434.2,3131.8,1977.2,3597.7
RPL18A,2254.4,1995.1,1791.8,998.69,2783.5,1920.5,1517.7,969.73,736.13,2582.8,2579.9,3390.8
RPL19,2357.6,2438.3,1972.2,1533.8,2484.0,2353.9,2108.2,962.02,1500.1,2401.8,2464.7,2585.3
RPL21,1737.8,1089.4,4325.4,2325.3,3596.3,886.28,978.72,758.46,830.78,2571.1,4261.3,3202.5
RPL22,529.28,839.79,1228.6,343.29,595.21,520.68,530.06,558.04,1006.6,422.01,421.77,1054.7
RPL22L1,852.66,54.23,121.65,167.7,1843.5,286.61,76.21,91.54,48.63,188.85,161.06,770.05
RPL23,2383.4,2097.0,1960.6,1651.1,4648.5,2085.9,1657.8,934.99,1659.2,2416.3,2681.9,4105.2
RPL23A,1362.8,1709.9,1587.1,1100.7,1929.7,1410.1,1526.2,667.87,1104.6,1556.9,1305.4,1410.3
RPL24,1622.0,1244.9,1822.4,1323.6,3086.5,1055.3,1402.7,838.48,1196.7,1376.3,1868.4,2087.4
RPL26,4358.6,4238.9,2226.5,1619.8,6916.8,2198.9,1691.9,1136.6,1192.5,2236.9,5294.0,7937.4
RPL26L1,49.91,122.94,94.34,46.56,172.43,97.62,137.39,74.12,116.67,62.39,42.4,87.58
RPL27,3366.7,2949.0,2526.9,1698.4,6108.6,2762.2,2084.3,2585.6,1765.6,2954.3,3622.1,4950.5
RPL27A,2736.8,3958.0,3288.6,1753.4,3506.5,2662.7,2261.5,2068.3,1388.4,3589.8,4127.5,3725.9
RPL28,1347.7,1402.0,1067.0,877.92,1335.5,1986.3,2395.6,1026.7,713.9,2116.3,1485.7,1399.2
RPL29,2307.3,1671.2,1347.1,822.06,2463.4,1289.3,838.84,1077.7,707.46,1796.7,2147.1,3133.4
RPL3,4929.2,2090.4,1869.6,1380.1,2365.6,1991.3,1400.1,867.18,1205.4,1658.8,2065.2,3293.6
RPL30,2863.4,2985.2,4635.9,1727.7,11042.0,2594.1,2624.7,1942.3,2278.4,4002.1,3476.6,8498.2
RPL31,4630.5,4522.8,3780.8,2822.1,7641.3,4154.4,3747.5,2438.3,2957.4,6473.5,8088.5,9582.6
RPL32,2610.7,2079.9,2050.4,991.54,3171.9,1626.1,1843.2,1031.1,776.74,2413.9,2952.2,4280.6
RPL34,3039.9,1068.0,1596.6,1135.9,3866.2,1069.7,929.44,890.92,1853.0,2058.7,2653.9,4112.4
RPL35,2513.3,2944.9,2041.1,1150.0,8438.2,2531.2,1969.3,1721.6,1975.7,3682.1,5084.2,3938.3
RPL35A,3178.6,2849.0,2825.5,1862.1,3251.1,1657.7,1754.6,1639.3,1656.3,2152.9,2934.9,2991.9
RPL36,1583.8,1023.9,852.5,607.38,1325.2,1071.8,832.78,720.93,444.89,1142.8,1190.6,1588.9
RPL36A,3021.4,4760.8,1464.2,1953.1,4016.9,1930.4,2487.4,2389.2,1873.5,3063.2,2196.0,3756.8
RPL36A-HNRNPH2,0.33,1.77,0.0,0.34,2.36,0.44,0.46,0.92,0.0,3.82,0.47,1.53
RPL36AL,514.2,415.41,427.5,234.37,416.15,329.38,406.93,430.14,370.09,287.74,253.74,398.85
RPL37,1964.5,2577.8,1944.2,1534.8,2958.8,1339.2,2137.2,791.93,1331.1,1793.7,2133.6,3155.1
RPL37A,4254.5,3960.1,3707.2,2474.6,5829.4,5637.0,3889.1,2358.0,2375.3,5634.3,6644.9,4918.3
RPL38,2108.6,3094.9,2056.3,1453.7,2003.1,1961.0,1877.6,1508.2,1752.3,2093.7,2130.7,2029.2
RPL39,4033.6,5034.5,2399.8,3076.9,7327.0,2390.7,2912.3,4160.4,3200.6,4995.3,3693.6,6456.3
RPL39L,0.94,0.04,0.46,2.13,0.05,89.1,0.85,0.06,0.86,22.61,0.16,26.41
RPL3L,0.16,0.27,0.04,0.26,0.01,0.02,0.09,0.05,0.23,0.12,0.05,0.2
RPL4,4633.6,3209.2,1808.2,1503.3,3713.6,3103.8,2213.7,1842.9,2470.2,4229.4,2553.4,4815.1
RPL41,3710.7,6964.2,3144.3,2059.7,7832.3,4034.9,3328.2,2429.2,2565.6,3591.0,4705.0,9603.3
RPL5,2033.5,1500.4,1566.6,754.3,1886.6,800.18,764.47,801.93,647.54,2493.6,1332.7,2507.0
RPL6,2124.9,1541.7,1967.1,1064.5,1924.8,1059.7,1162.8,1335.3,1225.2,1562.6,1696.0,2627.8
RPL7,3785.9,3292.6,5195.8,2010.1,9903.3,2083.4,1377.7,1184.6,2273.4,3751.5,4012.9,3081.7
RPL7A,2220.7,2326.2,1973.6,3019.0,4854.7,2571.0,2484.0,1928.6,1715.6,3201.7,3530.4,3480.1
RPL7L1,92.14,101.11,75.81,35.07,96.33,55.07,68.98,66.23,97.13,62.02,58.9,90.5
RPL8,2562.4,2098.3,3644.9,1585.1,4594.3,2381.1,2643.3,1181.5,1493.2,2061.9,2655.0,5651.9
RPL9,2472.3,1381.0,1664.4,1232.3,4958.1,1889.1,758.3,701.72,1299.7,1301.9,1615.3,3684.4
RPLP0,3559.1,2896.2,2285.6,1776.8,4935.3,3300.9,2486.9,2177.1,2088.2,3970.7,3136.0,9365.1
RPLP1,2936.1,3096.6,1543.2,1282.9,4446.7,2851.1,2498.7,1503.3,2264.9,4147.8,2479.8,2663.5
RPLP2,1384.4,1651.4,1652.0,917.51,1444.2,1481.2,1335.7,1292.9,798.29,1414.7,1608.7,928.42
RPN1,252.75,108.74,208.31,123.41,80.99,192.02,174.17,224.2,230.47,118.46,128.81,153.34
RPN2,139.69,291.61,342.27,149.03,88.82,382.01,398.56,305.16,280.51,145.37,243.53,160.15
RPP14,12.165,8.665,14.950000000000001,3.705,12.450000000000001,8.719999999999999,11.235,13.225,6.8,7.71,9.75,11.65
RPP21,51.78,65.86,51.34,29.51,85.47,49.5,62.94,83.29,54.77,52.61,64.34,27.71
RPP25,34.32,28.38,30.88,21.49,19.93,54.51,48.71,48.68,31.34,22.75,16.51,9.23
RPP25L,27.39,30.81,28.23,24.31,29.67,24.2,29.65,15.21,52.78,25.86,29.47,62.55
RPP30,40.52,31.94,38.85,25.7,23.81,54.79,44.17,40.78,78.06,21.16,15.2,17.03
RPP38,37.85,15.69,21.07,12.39,20.72,10.04,19.64,25.26,33.52,19.39,16.2,21.1
RPP40,48.46,19.3,21.08,11.05,30.14,11.79,15.14,18.12,27.65,11.47,16.38,8.44
RPRD1A,39.51,23.39,23.13,12.21,38.51,13.52,27.64,21.76,29.21,20.49,33.43,22.75
RPRD1B,31.2,25.63,27.1,15.32,16.7,15.95,32.76,15.97,34.82,14.66,25.72,19.12
RPRD2,26.43,10.82,7.13,4.53,4.29,10.76,13.49,11.12,15.42,10.06,10.45,6.0
RPRM,0.0,0.01,1.02,0.04,0.0,0.0,0.12,0.38,0.0,0.08,1.02,0.01
RPRML,0.27,0.12,0.0,0.0,0.0,0.0,0.09,1.85,0.14,1.52,0.0,0.19
RPS10,2995.7,2926.8,2489.6,1077.8,6108.6,1937.6,1736.5,1671.5,910.16,2105.6,3286.0,2500.1
RPS10-NUDT3,29.31,10.64,7.73,2.35,5.69,18.39,17.41,20.77,7.8,4.32,2.88,8.2
RPS11,3067.6,3345.9,1891.3,1501.1,5055.1,2729.9,3453.8,1766.6,2093.8,4705.1,3430.6,5576.7
RPS12,3342.7,2495.7,2142.3,2380.2,4651.4,1476.9,1830.6,1619.4,2245.2,3125.1,2056.2,4931.7
RPS13,1796.0,2365.8,1851.9,1062.8,2530.0,1655.8,1437.2,1174.2,648.91,2463.9,1894.5,2069.0
RPS14,1505.8,810.07,1838.8,902.47,981.39,956.06,1447.9,976.75,1498.4,944.95,691.65,1944.1
RPS15,1224.6,1784.0,1106.4,762.91,2135.1,1711.9,1461.5,1143.3,517.46,2246.8,2223.3,1986.6
RPS15A,3468.9,2966.9,2386.2,1771.6,5024.1,1610.3,1872.2,1668.1,2109.4,4081.8,2828.5,6391.0
RPS16,2492.4,2831.5,1855.0,1123.1,3590.9,2683.8,2422.4,1497.9,1622.0,3072.6,3939.9,3740.9
RPS17,466.05,658.25,37.44,361.98,1489.0,444.85,542.42,335.91,468.97,983.55,744.39,1523.7
RPS17L,2877.1,2422.4,1599.3,2355.5,4327.0,2605.4,1769.3,1329.0,1536.1,2876.7,2490.8,4944.1
RPS18,8086.3,4400.4,4247.4,2443.6,8454.9,2808.2,3581.2,2283.7,1754.5,2952.8,6228.2,4629.5
RPS19,3923.8,2685.5,1939.3,1096.9,4196.8,3984.6,2112.5,2033.7,2085.7,3403.7,4894.2,4468.6
RPS19BP1,92.68,137.82,74.96,36.62,161.74,105.02,74.54,62.49,64.62,47.47,49.26,179.51
RPS2,2972.9,3339.8,2185.1,1593.2,3973.2,2638.5,2092.3,1406.1,2244.8,2449.4,1701.8,8041.3
RPS20,1670.1,1860.9,2969.3,1166.9,4308.4,2743.1,942.77,788.93,2234.2,1570.7,2360.6,2884.4
RPS21,4057.7,5730.3,5004.5,3316.1,11021.0,4417.0,7776.4,3312.8,3784.8,3959.2,8102.7,9912.2
RPS23,4977.0,8233.2,5138.8,4097.4,7885.0,3272.5,2667.2,1800.1,4720.7,6048.8,4152.1,8712.1
RPS24,6577.9,6358.5,3870.1,2991.5,7192.9,2426.7,3088.3,3028.4,3883.4,3438.2,4008.7,8114.2
RPS25,1611.7,2106.2,1452.6,930.67,2730.9,1276.7,1460.5,848.04,1660.7,2125.3,2199.7,2819.4
RPS26,802.59,799.72,935.21,325.99,1511.3,885.57,972.55,1006.2,782.72,1251.9,381.04,1291.7
RPS27,4428.0,3571.8,3549.4,2208.5,9866.0,3806.7,2875.6,3226.0,3442.6,8018.0,7074.6,10437.0
RPS27A,2250.7,1716.2,2566.1,1216.9,2747.5,1249.4,1735.2,1294.6,1638.2,2038.6,2569.1,3165.5
RPS27L,166.21,35.86,55.14,37.33,128.19,313.15,55.89,102.99,85.34,71.47,48.33,109.2
RPS28,717.53,336.43,546.02,343.24,349.42,512.78,407.33,364.23,272.28,570.49,522.15,541.71
RPS29,6932.1,4237.8,4787.3,2839.7,11571.0,3059.2,3717.1,3731.0,3339.1,6212.3,4609.3,11861.0
RPS3,4238.6,6177.0,4273.7,2866.7,5352.0,4203.6,3671.8,2254.1,3775.5,5731.7,7547.0,5470.7
RPS3A,3626.8,2477.5,1547.7,1190.2,4527.6,1350.9,1237.3,943.4,2226.4,2233.2,3267.1,5662.5
RPS4X,4332.2,3089.5,2531.3,1204.1,3157.2,1469.5,1671.4,1814.6,995.73,3843.5,4319.1,1654.9
RPS4Y1,4.16,0.32,5.98,2.34,0.29,1.44,1.46,0.11,3.96,0.3,0.39,0.15
RPS4Y2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS5,1870.4,1462.1,1152.1,631.8,2876.2,1635.6,1957.0,992.47,1153.7,1583.4,914.44,3364.6
RPS6,3361.2,1805.9,2613.9,1201.6,1912.3,1256.1,1810.9,499.93,1728.1,1710.4,1554.7,3278.9
RPS6KA1,28.22,22.67,38.41,19.62,14.3,9.02,17.02,34.2,38.04,33.88,31.84,21.31
RPS6KA2,14.15,1.14,2.15,5.34,0.56,1.51,7.43,1.76,2.11,2.86,2.08,1.47
RPS6KA3,32.04,28.21,19.98,12.91,9.22,11.01,15.05,24.99,27.36,10.63,15.18,15.66
RPS6KA4,54.91,33.45,39.28,37.79,30.37,107.24,40.78,57.41,47.17,34.58,21.55,11.81
RPS6KA5,8.45,4.49,4.72,6.44,0.73,0.95,2.2,7.37,24.3,4.01,1.86,3.38
RPS6KA6,0.02,2.59,0.02,0.07,0.0,0.0,1.63,0.1,0.04,1.04,1.98,0.09
RPS6KB1,34.24,16.31,18.23,11.08,17.04,7.57,15.58,18.74,27.57,10.9,16.31,15.77
RPS6KB2,42.44,48.89,44.47,15.79,59.18,53.98,52.71,40.92,44.75,44.97,39.11,45.55
RPS6KC1,2.94,4.23,3.2,2.13,4.7,6.28,4.6,4.33,11.37,3.66,3.95,3.99
RPS6KL1,25.01,14.21,9.29,3.25,10.23,0.51,13.7,7.04,8.67,12.46,9.89,16.02
RPS7,2017.6,1681.7,1601.3,1108.1,2910.9,1217.5,1319.3,1209.1,1273.6,1903.2,2378.9,2971.7
RPS8,2322.6,1723.8,1394.6,799.42,2842.0,1212.4,816.5,1034.4,1260.7,1930.3,1632.7,3227.1
RPS9,1478.7,1727.9,1404.0,756.53,2236.0,1451.6,1259.3,809.38,874.56,1717.7,1741.7,2875.7
RPSA,2429.2,1702.8,2265.3,835.44,6116.0,2270.8,2112.1,2029.6,743.21,2475.8,2371.8,5697.5
RPSAP58,194.58,311.89,68.28,27.97,491.55,151.19,66.84,132.47,75.11,48.25,462.51,279.62
RPTN,0.38,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.49,0.08,0.0,0.0
RPTOR,18.65,17.39,8.24,6.73,6.26,21.39,14.79,8.15,16.39,6.73,8.83,6.32
RPUSD1,51.04,48.86,35.91,22.49,41.62,27.77,43.85,41.18,27.46,38.72,17.78,17.85
RPUSD2,13.55,12.07,6.19,3.97,9.02,7.65,10.7,13.0,12.49,10.94,7.18,5.82
RPUSD3,61.27,43.34,33.45,16.02,28.06,41.41,37.58,25.74,20.02,35.18,41.58,34.3
RPUSD4,48.7,47.89,29.39,27.67,33.57,25.98,29.46,28.96,42.94,25.07,26.4,35.76
RQCD1,33.51,42.68,34.64,18.59,39.31,52.37,43.16,37.99,45.38,29.51,37.47,30.68
RRAD,0.11,0.3,1.67,1.56,0.17,0.09,0.21,0.17,0.4,0.06,0.13,0.09
RRAGA,38.01,48.39,35.73,13.45,26.16,69.34,53.0,11.18,51.12,31.95,31.49,25.31
RRAGB,11.8,11.55,10.23,1.47,5.63,9.54,8.26,11.22,4.9,4.16,3.39,4.26
RRAGC,13.75,8.72,14.62,7.72,8.61,35.21,7.69,13.01,18.52,16.44,6.82,6.85
RRAGD,0.31,1.35,0.11,0.24,0.0,15.55,0.06,0.1,1.09,0.53,1.41,0.01
RRAS,1.89,5.48,13.73,17.75,3.64,123.07,22.41,19.88,47.99,33.17,38.37,17.65
RRAS2,1.05,30.46,35.65,19.7,20.69,25.53,22.51,49.52,46.07,14.55,25.21,25.16
RRBP1,62.33,65.91,102.42,30.0,31.34,85.38,61.97,98.87,59.44,29.03,123.99,28.52
RREB1,12.31,6.32,6.02,5.56,3.06,4.51,10.84,10.22,12.35,5.98,10.31,5.85
RRH,0.0,0.07,0.3,0.0,0.41,0.0,0.04,0.04,0.07,0.03,0.13,0.28
RRM1,57.53,118.87,67.68,26.52,47.41,110.93,62.62,59.38,75.32,49.81,64.54,49.54
RRM2,78.35,107.2,106.32,63.13,104.9,242.19,181.81,117.8,126.71,77.46,126.93,67.44
RRM2B,20.9,7.04,10.57,5.35,22.84,24.59,14.32,6.76,10.0,5.84,8.08,9.2
RRN3,65.41,33.12,22.1,23.32,24.35,11.79,28.08,29.16,63.19,41.31,18.1,24.16
RRNAD1,18.88,20.41,14.57,17.78,5.47,13.14,13.63,25.03,29.98,26.07,17.61,31.66
RRP1,35.48,46.66,56.54,20.45,31.15,53.15,37.17,41.62,41.03,17.56,21.9,20.04
RRP12,47.72,31.55,24.57,25.42,18.83,19.24,28.41,31.22,29.18,14.39,10.13,9.81
RRP15,25.91,27.23,11.03,2.37,3.29,11.41,30.93,21.84,24.99,12.06,6.09,12.79
RRP1B,55.56,36.27,28.71,14.63,22.56,28.66,23.93,18.85,29.34,8.97,11.7,11.99
RRP36,50.39,49.6,49.23,19.13,36.48,66.0,46.93,47.3,56.26,30.22,29.64,31.2
RRP7A,38.91,34.66,22.29,14.17,57.76,51.24,28.35,27.62,24.59,12.74,22.37,29.44
RRP8,13.79,15.17,20.46,6.24,9.73,24.24,11.89,19.69,11.29,12.06,7.94,10.5
RRP9,20.34,47.06,43.02,26.42,36.01,47.75,31.6,59.17,22.34,28.55,31.37,24.03
RRS1,58.06,45.21,66.06,24.37,32.44,40.36,35.26,37.55,32.12,33.0,23.74,15.27
RS1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
RSAD1,46.84,21.84,14.81,10.55,45.3,27.22,18.75,18.63,29.59,16.95,28.84,34.54
RSAD2,0.41,0.0,0.14,2.83,0.08,0.4,1.21,8.94,10.95,0.25,0.03,0.15
RSBN1,5.35,3.32,7.84,1.76,2.53,2.83,3.94,4.81,1.93,5.27,4.91,3.59
RSBN1L,19.54,10.71,9.76,3.82,7.28,7.91,10.63,12.89,13.13,9.38,15.97,7.01
RSC1A1,1.38,0.39,0.05,0.17,1.02,1.47,0.0,2.21,11.12,0.0,0.0,0.0
RSF1,15.71,19.95,9.29,14.61,14.48,7.81,19.39,13.81,34.1,9.21,15.68,11.48
RSG1,2.19,4.21,1.56,1.99,1.93,6.83,1.68,2.68,3.81,2.41,5.4,5.69
RSL1D1,339.67,175.67,179.83,109.23,143.75,66.82,150.07,145.61,206.25,180.55,87.42,219.33
RSL24D1,170.43,96.7,61.61,44.17,149.58,29.36,72.0,64.36,87.98,119.67,69.23,301.02
RSPH1,0.51,0.89,9.62,2.34,0.2,0.0,2.7,1.36,2.44,3.0,5.89,3.33
RSPH10B,2.19,0.38,0.0,0.23,0.26,0.07,0.07,0.08,0.14,0.04,0.12,0.14
RSPH10B2,0.0,0.22,0.04,0.0,0.05,0.0,0.06,0.08,0.07,0.03,0.02,0.06
RSPH3,5.5,3.95,2.61,4.08,0.76,2.18,3.34,2.86,10.21,4.14,2.99,1.6
RSPH4A,0.0,0.41,0.2,0.02,0.96,0.06,0.05,0.14,0.04,0.05,0.04,0.27
RSPH6A,0.0,0.03,0.0,0.28,0.03,0.0,0.01,0.0,0.0,0.02,0.01,0.02
RSPH9,0.02,0.45,0.18,0.01,0.44,0.2,0.35,0.38,0.06,0.4,0.41,0.59
RSPO1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
RSPO2,0.12,0.0,0.11,0.0,0.07,0.01,0.01,0.01,0.0,0.0,0.0,0.02
RSPO3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RSPO4,0.29,0.03,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.02
RSPRY1,17.08,24.12,9.53,11.06,18.75,14.1,15.6,15.42,19.42,15.23,10.69,13.56
RSRC1,34.87,39.27,41.95,9.32,18.46,29.87,35.28,24.3,25.67,27.34,44.29,23.31
RSRC2,85.4,85.71,77.3,52.59,84.73,27.71,79.57,82.49,84.94,46.41,66.26,137.75
RSU1,47.59,24.61,23.66,8.47,18.36,52.7,27.24,32.53,32.48,30.26,16.37,22.5
RTBDN,0.0,0.14,2.92,0.07,0.12,0.83,0.45,0.01,0.11,0.03,0.46,0.07
RTCA,45.43,23.24,33.71,13.59,28.54,24.3,22.48,34.3,16.25,37.87,21.37,27.79
RTCB,72.6,114.64,51.96,34.42,42.5,118.0,74.11,59.68,49.56,45.01,49.31,65.65
RTDR1,0.47,0.8,0.0,0.0,0.0,0.0,0.19,0.03,0.08,0.34,0.22,0.07
RTEL1,8.98,9.72,11.61,9.53,26.63,16.55,16.25,7.19,16.52,2.92,8.53,11.07
RTEL1-TNFRSF6B,3.62,3.3,3.87,4.29,15.84,2.63,5.84,2.9,4.76,0.66,3.03,6.3
RTF1,26.61,17.35,9.22,9.9,23.04,18.95,26.17,16.92,43.54,23.58,22.59,10.41
RTFDC1,61.1,130.39,149.13,68.18,76.18,153.36,187.64,87.7,129.23,207.02,138.51,83.26
RTKN,63.48,76.27,46.16,50.09,28.3,19.3,109.21,66.15,48.81,54.1,78.82,33.99
RTKN2,7.26,12.24,3.15,3.69,1.43,3.38,13.72,7.76,27.33,1.8,4.02,7.03
RTL1,0.0,0.01,0.01,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
RTN1,0.49,0.03,0.48,0.1,0.02,0.14,0.47,0.02,0.14,0.0,0.0,0.02
RTN2,3.38,2.19,3.32,3.41,4.47,28.52,45.14,2.58,3.81,3.01,7.37,1.56
RTN3,144.25,97.51,85.99,75.78,31.01,72.71,98.12,86.89,168.68,120.17,132.22,59.42
RTN4,76.59,106.96,96.28,109.77,73.67,324.41,175.87,169.11,164.97,190.48,135.18,70.76
RTN4IP1,5.49,11.54,10.57,4.32,7.36,11.57,6.7,7.15,3.03,8.83,7.35,10.17
RTN4R,32.74,4.45,0.45,4.08,1.45,1.1,9.9,3.77,18.1,2.53,4.27,0.57
RTN4RL1,0.04,0.05,0.02,0.01,0.0,0.05,0.1,5.71,2.02,0.0,4.97,0.08
RTN4RL2,2.84,0.84,0.94,0.0,3.99,8.69,1.72,0.68,0.46,0.19,0.28,2.14
RTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01
RTP3,0.0,0.0,0.0,0.0,0.0,0.54,0.05,0.0,0.0,0.0,0.04,0.0
RTP4,0.0,0.0,0.09,4.56,0.0,0.1,1.28,7.25,10.62,0.27,0.08,0.02
RTTN,11.49,4.08,8.12,1.52,6.24,10.15,6.54,3.05,7.34,2.67,6.11,5.76
RUFY1,45.45,28.72,30.8,27.16,20.48,16.4,38.68,29.42,61.16,27.65,25.43,20.57
RUFY2,10.59,5.14,2.41,2.93,9.29,6.91,6.85,5.14,15.3,3.01,3.67,5.35
RUFY3,22.05,9.32,3.95,7.65,12.23,6.66,6.25,10.9,37.57,3.35,10.35,18.15
RUFY4,0.89,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.19,0.0,0.3,0.05
RUNDC1,10.85,8.3,8.76,5.67,7.0,6.47,10.64,11.47,9.46,6.66,9.05,7.38
RUNDC3A,0.39,1.55,1.49,0.24,0.48,0.51,10.78,0.1,0.59,0.15,1.36,0.2
RUNDC3B,0.02,0.05,0.4,0.05,0.03,0.24,0.06,0.09,0.61,0.12,11.48,0.01
RUNX1,3.24,52.15,4.29,20.61,7.2,42.21,45.63,6.19,17.88,19.98,4.07,5.7
RUNX1T1,0.01,0.0,0.08,0.12,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0
RUNX2,51.14,0.15,0.85,4.03,2.03,7.5,9.23,2.9,15.3,11.82,9.19,3.87
RUNX3,0.21,16.47,0.74,1.45,0.05,0.05,0.37,0.76,4.19,0.52,0.06,0.04
RUSC1,34.02,43.37,19.41,14.9,35.28,28.74,36.28,57.36,47.26,29.42,26.28,24.44
RUSC2,2.8,2.31,0.22,1.6,7.18,15.13,2.41,2.83,2.32,0.67,1.28,0.63
RUVBL1,105.01,123.08,123.45,74.94,47.45,117.07,105.88,65.02,133.02,63.24,84.61,52.33
RUVBL2,119.6,136.07,66.33,43.47,84.64,167.75,196.14,101.55,125.56,87.65,70.01,99.48
RWDD1,47.64,40.12,60.37,14.02,44.71,21.17,10.37,40.53,20.43,27.59,29.77,46.6
RWDD2A,3.56,2.38,0.98,0.53,2.04,1.82,1.53,1.59,2.21,0.95,2.84,4.49
RWDD2B,38.99,26.42,16.16,9.12,7.91,32.26,14.15,7.18,16.65,6.22,14.0,18.84
RWDD3,12.21,16.99,13.43,7.61,20.89,9.18,11.64,17.32,17.75,8.6,14.12,18.33
RWDD4,22.01,18.01,13.16,8.46,21.22,8.28,8.81,12.46,25.68,10.91,11.55,26.02
RXFP1,0.0,0.0,0.0,0.0,0.07,0.02,0.16,0.0,0.02,0.0,0.01,0.03
RXFP2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RXFP3,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0
RXFP4,0.69,0.64,7.36,0.5,0.13,0.0,0.56,2.89,1.13,4.54,7.25,0.21
RXRA,13.37,10.52,8.42,23.29,6.18,11.72,6.79,13.34,29.71,17.3,25.52,2.85
RXRB,31.51,18.6,22.47,8.53,15.22,22.36,23.22,20.15,7.88,10.16,28.28,19.27
RXRG,0.2,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
RYBP,8.52,4.71,5.67,4.66,4.84,4.07,9.3,6.93,6.57,5.33,7.51,7.97
RYK,48.57,25.66,34.68,32.45,34.99,24.16,43.37,26.75,69.22,29.95,38.81,30.09
RYR1,0.37,1.35,0.01,0.0,0.0,0.01,0.04,0.05,7.49,0.0,0.01,0.01
RYR2,0.01,0.31,0.3,0.04,0.04,0.05,0.02,1.58,0.35,0.02,0.08,0.13
RYR3,0.1,0.51,0.08,0.85,0.01,0.01,0.25,0.59,0.14,0.2,0.01,0.13
S100A1,5.96,3.81,1.45,1.53,2.84,2.83,4.59,2.91,1.75,1.25,1.23,4.51
S100A10,662.14,252.33,401.64,614.14,23.54,446.56,876.38,1017.5,689.1,862.18,393.04,270.94
S100A11,1698.3,312.47,674.65,382.38,295.55,1762.6,1542.7,1154.8,1125.3,1180.7,654.16,742.45
S100A12,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0
S100A13,108.79,171.29,78.39,21.0,479.57,422.89,350.97,77.89,187.53,62.6,68.57,28.09
S100A14,147.88,5.9,255.0,105.64,0.6,0.33,227.81,459.33,111.78,22.88,180.97,425.85
S100A16,483.36,303.92,219.82,107.51,845.77,390.76,331.42,389.82,191.87,120.78,130.31,467.68
S100A2,420.24,21.24,5.97,2.99,3224.4,22.61,700.25,36.25,48.26,3.4,2.86,38.0
S100A3,5.3,23.49,4.8,0.68,3.07,13.49,12.65,7.75,4.18,2.91,0.07,0.47
S100A4,599.65,2368.9,71.96,255.81,0.5,1.05,261.92,203.27,78.08,65.86,9.62,45.31
S100A5,46.11,1.63,2.87,0.0,0.0,0.0,7.13,0.43,2.15,0.45,0.63,0.47
S100A6,6771.7,2125.4,1885.7,880.74,1972.7,2207.4,4005.0,3582.4,1456.4,3104.8,1016.0,11184.0
S100A7,0.18,0.0,0.3,0.0,0.0,0.0,0.0,0.14,0.19,0.22,0.0,0.0
S100A7A,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0
S100A7L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A8,0.17,0.07,0.26,0.1,0.0,0.24,0.61,0.08,0.46,0.55,0.0,0.18
S100A9,2.06,0.26,9.34,1.83,0.0,0.37,13.91,0.93,8.06,20.62,0.41,0.23
S100B,5.57,0.05,1.49,1.57,0.22,0.17,0.44,0.22,1.92,0.03,0.07,0.03
S100G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
S100P,15.11,40.7,164.26,181.35,0.57,0.65,57.56,220.97,68.28,364.67,45.89,2247.1
S100PBP,10.76,10.7,9.1,5.54,23.89,10.58,7.42,11.05,24.68,3.31,8.8,19.72
S100Z,0.07,0.01,0.67,0.04,0.0,0.04,0.0,0.04,0.0,0.14,0.05,0.04
S1PR1,0.02,0.02,0.03,0.05,0.01,6.39,0.54,0.07,0.13,0.01,0.01,0.02
S1PR2,5.86,0.38,0.26,0.79,1.99,3.99,0.98,0.72,0.79,0.21,0.7,0.85
S1PR3,0.1,0.03,0.09,0.11,0.01,1.73,0.08,0.01,0.08,0.18,0.01,0.02
